author,date,comment
habitat1,2006-10-12 14:46:19+00:00,and i guess i have to play devils advocate with your mathif i was in the market for a midsize luxury sports sedan today my biggest challenge would be deciding whether or not the new 3 series was big enough or the 5 series would be required because unfortunately there are no other cars by lexus mercedes audi acura infiniti or anyone else that offered the level of sport and performance that i am looking for there is no 80 alternative in my book when it comes to my requirement of a crisp shifting manual transmission nimble handlingtight steering fun to drive luxury sports sedanno disrespect to bgdc but the idea that bmws are built like crap and break down a lot is in the words of someone else pure bs i have dozens of friends business associates neighbors etc that have late model bmws and their experiences fall in line with what the surveys seem to show bmw might not be ready to claim the reliability title form lexus but the differences are really relatively minimal i assure you they are not becoming starbucks addicts in the waiting room of the bmw service departments so in my opinion over the last 20 years bmw and even porsche have made significant strides to close the gap in relaibility with the best from japan while maintaining or increasing their lead in driving dynamics and performance the math i would use is that you gan get 5 better reliability going to a the premium japanese manufacturers but give up 50 in terms of what makes the driving exprerience enjoyable for me when you compare the 335i and 550i 6speed to any of their japanese counterparts i respect that others would look at it differently
blueguydotcom,2006-10-12 15:48:09+00:00,find it funny how the rankings clearly show bmw is lagging in quality and reliability yet many bmw people insist theyre not that far behind lexus heres a jd power report showing lexus with something like 136 problems per 100 cars and bmw over 212 that to me is a massive difference httpwwwjdpowercomcorporatenewsreleasescharts2006133agif
dewey,2006-10-12 16:17:56+00:00,statistics statisticsshow me a desired result and i will show you a statistic to prove itso now my question to you is how irritable these 212 problems are for bmw buyers bmws 212 problems compared to the 136 problems of a lexus sounds quite significant but apparently it is not as significant as you may thinkthe latest strategic visions survey on customer satisfaction ranks bmw owners as the most satisfied owners in the whole auto industry in other words those 212 problems you point out are so minor that bmw owners still remain the most satisfied car owners in usahere are some details about the surveysan diegobased strategic vision surveyed more than 64000 people who purchased new vehicles from october 2005 to march 2006 participants were questioned after 90 days of ownership the study separate from strategic visions quality survey tries to capture whether consumers believe they got their moneys worth and factors in emotional componentsoverall bmw ag outperformed all companies including honda but because it sells only luxury vehicles and the mini sports coupe and convertible it is not considered a fullline automakersourcestrategic visionif i had your problems with bmws i would flee to another automaker but in my case i own two bmws and so far crossing my fingers these past eight years i have not confronted major problems with them and no i am not one of those types who buys cars mainly for their reliability nor am i one of those types who will tolerate a badly made lemon lemon
rockylee,2006-10-12 16:57:45+00:00,agree they are nice but arent nearly as reliable rocky
blueguydotcom,2006-10-12 17:04:46+00:00,i keep driving my cars hell i havent contacted bmw about any of the problems with my car too much freaking trouble i figure as long as it drives fine once the new tires are on this weekend im sure the drive will improve drastically over the ride with those craptastic runflats ill drive the car when the engine eventually breaks down or i return for my oil change which ever comes first ill handle the other problemsplus bmws shown an inability to fix electrical problems failure of my ac and my comfort access would fall into the electrical category no sense in dropping off the car getting a wholly horrible loaner x3 325i or even worse some free rental and then hearing the nitwits at bmw say we cant fix this but we can disable this
habitat1,2006-10-12 17:30:34+00:00,find it funny how the rankings clearly show bmw is lagging in quality and reliability yet many bmw people insist theyre not that far behind lexusyeah and i find it funny how that same jd powers study directly contradicts their other study putting porsche on top of lexus porsche beats lexus and in this study on about the 5th paragraph you will find147without considering both quality factors one might fail to recognize vehicles that are in fact excellent in certain ways148 said ivers 147for example bmw vehicles have among the fewest defects and malfunctions along with toyota but bmw approaches controls and displays in a way that creates some problems for customers leading to more designrelated problems overall than toyota incurs look if you are beholden to jd powers go ahead and trade your bmw in for a mercury buick or cadillac s 23 4 in the survey you quote and enjoy your ride im just saying that as far as my own broad based research bmw is not massively behind the japanese in quality or dependability maybe im too cynical to take any one piece of data too seriously especially when a first year bschool student with a c in probablility and statistics could shoot so many holes in jd powers that theyd be ranking smith and wesson ahead of lexus i can certainly appreciate your grudge against bmw if youve had bad personal experiences but you may recall consumer reports rated the previous generation 5 series as the best car they ever rated and the 99 they gave it has still not been surpassed by lexus or anyone else im sure you could shoot holes in that with a 44 magnum which is exactly my point
blueguydotcom,2006-10-12 17:53:59+00:00,habitat i concede stats can show just about anything 1st year of business school covered that personal experience and all the people i know have the same comments bad sensors poor electricals poor trannies bad coils youve heard otherwise strange in the mild climate of so cal all i hear is how bmws fall apart yet in the widely varied climes throughout the rest of the country the bmw is just as good as the lexus or just a tad worse whateverdead horse is beat can we move onfor instance runflats on our cars anyone think this is a good idea the e9x bmws have rfts no other car in this class does
habitat1,2006-10-12 18:14:26+00:00,yeah we can move on and i have never had the unfortunate experience of owning a car with run flats but from what ive heard suck would be a compliment
pat,2006-10-12 18:16:38+00:00,i dont think i have ever seen anyone post anywhere that they like themthe concept
designman,2006-10-12 18:19:56+00:00,i think runflats are horrible at least the bridgestone turanzas that are on the 3series especially the 18 version which make the car darty in my opinion if i buy a 335i or 328i it will have to be contingent on the dealer swapping them out either that or i would buy my own and sell the run flats bummer i would really push the dealer and corporate on the issue though bmw needs to get the message
dewey,2006-10-12 21:50:23+00:00,either that or i would buy my own and sell the run flats then where would you put your spare tire not much space in the trunk
dewey,2006-10-12 21:54:23+00:00,electrical issues are definitley not bmws strengthin my old 98 bmw323i ive had ongoig issues with my stereolast year i replaced a srs control unit detector and satellite sensor that was not cheap sickmechanically so far nothing unusual in terms of problems i am still crossing my fingers
blueguydotcom,2006-10-12 22:04:34+00:00,no spare carry a mobility kit switching to normal tires the reduction in unsprung weight improvement in general ride and improvement in handling are hard to ignore
designman,2006-10-12 22:54:19+00:00,then where would you put your spare tire not much space in the trunkporsches dont have spares either and they dont have runflats pretty soon well be getting cars delivered sitting up on milk crates and theyll be telling us to bring our own wheels and tires and charging us extra to put them on
habitat1,2006-10-13 00:05:19+00:00,porsches dont have spares either and they dont have runflats thanks for reminding me im taking a 800 mile rountrip this weekend for a college reunion do i take the 911 and its can of tire goo or wimp out and take the tl with a doughnut confuse
blueguydotcom,2006-10-13 00:11:02+00:00,porsche
kyfdx,2006-10-13 01:41:20+00:00,ditto
nyccarguy,2006-10-13 03:42:53+00:00,take the 911
blueguydotcom,2006-10-13 04:32:38+00:00,what bmw boards would you recommendbimmerfest and e90 off the top of my headit will be interesting to see when people start modding the 335 thats one of the beauties of turbo engines i must admit i would be a bit leery of chipping a bmwat least if the electrical issues i keep hearing about are true and especially in a 1st year model which typically get new mappings in subsequent years which can override the modsa guy named vishnu has created a piggyback type of ecu controller you attach it on the outside thus its easily removed before you visit the dealership
jzalkin,2006-10-13 13:15:08+00:00,i went to the miami auto show last night and here are some of my thoughtsinfinitiif you liked the previous g35 you will like the new one if you did not then the new car will probably not change your mind the interior looks better as do most newer nissans but still seem a little off in terms of feel and flow it is so hard to tell a g35 from a m3545 in a glance it takes a stare will it help raise value of the g or cheapen the m time will tellbmwthe new coupe is nice but not that striking when it is surrounded by all other models bmw interiors still seem to be a weak link of the carlexusthe new ls looks as a classier version of the 7 series interiors are nice but each model seems to have the same feel from is to ls just gets larger it is easy to see how the new ls will retain loyalists and add a few sales based on the reaction the car was gettingmercedeseven the carpeting on their section was more plush than the others high status style without the bmw controversy and the sticker price to match jaguarthe new xkr is great retains the beauty of the base model and makes it distinctive enough to show it is special if the designer of this model works on the others they may have somethingaudivw and audi are so much a like audi is loosing a little of its distinctiveness no s8 there which was a let down audi lacked flair since the new model that they had was just a revised a4 cab to have the new nose and engine anyone else dislike the new steering wheel also it reminds me of a bumper car with the small round pad that sticks out i had an 04 a4 cab and loved that 3 spokeacurathe new mdx will be a hit very nice the s type tl did not get the attention that i thought it would the tsx is an odd car above a standard family car but not quite the level of the bmw mercedes infiniti etc the mdx was the only car that people were really checking outhyundainot relevant to this discussion but they had the best models humans by far looked at the santa fe because one asked us if we wanted to hear about it actually a nice suv a brand on the upswinglincolnwhoa what are they thinking the navigator is horrible compared to the cadillac chevy and gmcmercurythey know how to dress up a ford the milan is very nice for the money
dewey,2006-10-13 15:06:00+00:00,i will wait until my run flats get worn and then i will replace them with normal tiresi will definitely be buying normal snow tires this november
03accordman,2006-10-13 16:11:02+00:00,way to go dewey i am also buying a winter wheeltire set for my 330i sprt next month thinking of dunlop m3 dssts
laurasdada,2006-10-13 17:03:25+00:00,nice write up every year i attend the new england international auto show one of these days ill have to road trip to nyc for the nyias i attended that almost every year with my dad and alone since probably the late 60s and consistently hyundai has the best swagi look forward to the ne show next month
mariner7,2006-10-13 17:54:00+00:00,id be less inclined to shop bmw and more willing to shop infiniti in the entrylevelluxury segment washington postno its not a bmw 3 series but its without question the 3s biggest rival when it comes to luxuryperformance sedans infinitis g35 sedan since its introduction has possessed outstanding dynamics brilliant styling and a lowrent price tag the germans could only hope for now with its engine fully updated its a true class leaderthe gs revised 35liter v6 makes an impressive 306 hp and 268 lbft of torque but those numbers only tell part of the story the rest becomes clear as the gs tach needle blasts straight past its old 6600rpm redline on its way to a genuinely usable 7500 rpm those extra 900 revs allow the true enthusiast some serious involvement that would never happen with a lesser engine like say the 30liter straight6 in bmws 330iand the g will hold its own against the 3 in any handling showdown 151 our slalom tests show only 03mph difference between the two in the slalom heck i even prefer the gs chassis over the legendary bimmer and that just doesnt happen very often edmunds editor jacquothttpwwwedmundscominsidelinedodrivesfulltestsarticleid116681pageid10 1741
habitat1,2006-10-13 18:05:54+00:00,mercedes even the carpeting on their section was more plush than the others high status style without the bmw controversy and the sticker price to match whats the bmw controversy it seems that most of the mercedes loyalists i know including a close friend who owned 45 premerger would claim that bmw is pure whereas mercedes has been chryslerized quality and reliability have suffered the image tarnished etc if there is a controversy amoung these nameplates it seems that mercedes would be the one with more questions to answer
dewey,2006-10-13 18:30:41+00:00,i still have to do my research on winter tires is there a reason why you want to pick dunlops m3 dssts
dewey,2006-10-13 18:38:37+00:00,infinitis g35 sedan since its introduction has possessed outstanding dynamics brilliant styling and a lowrent price tag the germans could only hope fora low price tag for a g35for me all i want is a sport package and a manual tranny the only available g35 that has a sport package and a manual tranny in canada is a g35 coupe m6 which sells for about 1k us less than my soon to be manual bmw335i sedan with a sport packagei converted the cdn msrpi dont consider 1k less as a bargain basement price for a g35 but if i did not want a sport package and liked slushboxes then yes a g35 is a compelling choice but such a g35 would be a car with limited appeal for someone who likes good handling
qbrozen,2006-10-13 18:44:18+00:00,i dont consider 1k less as a bargain basement price for a g35big difference between us and canada edmunds is in the us hence the quotewere looking at something like a 6k difference here
dewey,2006-10-13 19:12:33+00:00,that is why i would never consider buying an overpriced infiniti g35in canada the bmw335i sedancoupe is priced more agressively in relation to its competition
qbrozen,2006-10-13 19:21:57+00:00,i dont blame yanow is the g35 priced higher or the bimmer priced lower compared to the us whats the base msrp of the 335 in cdnim just curious
dewey,2006-10-13 19:27:40+00:00,49990 cdn for a bmw 335i sedancompared to us prices the g35 and 335 are substantially higher in canada than in the usa canadian pricing is almost always unfavorable when compared to us pricing
qbrozen,2006-10-13 20:01:48+00:00,yup seems to be about 10 higher thereso i guess that means the g35 is about 2627 higher than here ouch
booyahcramer,2006-10-13 20:51:32+00:00,i think the gs interior and controls are just aweful the styling is very feminine the fuel econonmy is weak and the brake issues are too punitive for me to want to own onethe 335 has little to worry about
cdnpinhead,2006-10-13 22:52:33+00:00,helpful reviewthanks
jjdow,2006-10-14 16:48:56+00:00,first thanks to all the posts here and in the other forums on bmws the 330i w sport and premium is my first bimmer and i love it i traded in a 6 yr old clk430 and this is an upgrade for 15k less i almost allowed the rft issue to keep me out of this car but im glad i didnt this car w potenzas drives great and is quiet i have 6k miles so far and also have had no other reason to go to the dealer my clk would barely get 20k of miles on a set of tires and i tried 3 different brands thats to be expected w any car with staggered wheels that cant be rotated with these softer tires if you dont have sp then you can rotate and get more the car is a little rough with the sp suspension and these tires on rough patched up roads but on a decent not perfect streets and some of the new highways we have in tx this car is a dream to drive smooth quiet and it drives straight as an arrow without holding onto the wheel it seems to drive better at 90 than 40 the cornering just at agreesive peeds is flat and smooth awesome other points1 as the car breaksin the quickness is improving its plenty quick especially if you drive in manual2 i really like the seats and the adjustable air bladders on ht limbar and sides3 i play my ipod through the connector in the armwest great soundquality the stereo is very goos as im now gettting hidef radio turn it up a little an you wont hear anythingthanks again to all the helpful info that untilmately put me in the ultimate driving machine
blueguydotcom,2006-10-14 23:19:33+00:00,night and day difference ride quality has improved greatly the cars chassis is not upset by imperfections in the road and cacaphonous thudding that used to come through the cockpit from simple things like bots dots has now been mutedthe responsive nature of the car is far closer to my e46 zhp i move the wheel and the car reacts instantly the e90s slowtorespond dynamics have been erasedhandling improved greatly suddenly corners come and go without any fuss no more feeling the cruddy runflat tires flexing and bending in corners no more muted feel through corners you can now feel what the tires are doing most importantly hitting a pavement junction or a dip at twice the speed limit no longer causes the car to skip sideways its a godsend to feel the road and yet not fear the hoppingskipping runflat tires createi cant say what my mileage will be like but much lighter rolling stock should helpadditionally the car just feels quicker and lighter on real tiresbest money ive spent on a car in a long time rfts suck
cdnpinhead,2006-10-15 00:30:12+00:00,thanks for this blueat the moment a 3series is in my future my plan has been to buy real tires for it as soon as it gets back to the us edmy plan is vindicated
mariner7,2006-10-15 16:36:35+00:00,yeah cramer im just letting people know there are plenty of experienced bmwloving auto editors who think g35 is the equal the only true challenger to the 3 series heres another quote from a canadian publicationbut based on what i was able to sample this may well have been the best car i have driven all year
dunde71,2006-10-16 02:27:05+00:00,i am surprised now most of the upscalenear luxury sedans do not have a full size spare option if one happens to do lot of long drives which i do and have a flat on the highway during a weekend then good luck finding an auto repair shop on a sunday besides even on a weekday its a hassel getting off the highway and get it fixed it screws up your plans its like an air bag hopefully the need does not arise to use it but if you get into an accident then it better be there i have had a flat tire on the highway and i realized how handy the full size spare was replaced it and i was on my way i looked at the acura tlrl lexus gs300350 infiniti m35 and none of them have a fullsize spare option its hard for me to think of buying a 40k car and not having a full size spare which is something so basic i do not understand why automakers are doing this any thoughts
merc1,2006-10-16 05:08:37+00:00,whats the bmw controversyfor many their looks and idrive however unfounded these concerns may be to you theyre real for a lot of folks mercedes build quality has rebounded tremendously in the last couple of years but the verdict on reliability is still out or lagging m
habitat1,2006-10-16 12:37:24+00:00,i do not understand why automakers are doing this any thoughts one reason is the unidirectional tires and staggered fr tire sizes take a 550i sport for example the front tires cant be interchanged with the rear and the left and right sides are not interchangible since the tire tread is specifically designed to rotate in one direction so if you wanted to adequately cover all potential flats youd need to carry 4 full size spares another reason is the increased size of wheels and tires when that 550i starts wearing 1819 wheels with 275 width rear tires that makes the old spare wheel well in the trunk obsoletewhat is unfortunate is that several cars really dont have the credentials to wear high performance low profile unidirectional tires on oversized rims but do so simply to look more impressive i havent driven the new lexus gs but unless its a dramatic departure form the previous model this is not a performance sedan and does not have a suspension or chassis that requires high performance tires to tap the last bit of handling prowess frankly its a waste of good rubber
habitat1,2006-10-16 12:50:40+00:00,mercedes build quality has rebounded tremendously in the last couple of years but the verdict on reliability is still out or laggingso would you recommend the new e320 bluetec i have a business associate who will be driving 30000 miles per year and asked my advice on something that he can have for 67 years 200k miles with decent comfort and luxury with decent fuel mileage and maintenance my marketing director has a 2005 e320 cdi which she likes but it has had more problems in two years than her former e300 turbodiesel had in four years
circlew,2006-10-16 16:20:27+00:00,jd power shows average mechanical quality below average for the 06 my opinion is lease these cars rather than buy so you have coverage for the big ticket problems that could occuri always wondered on the high appeal level of some cars yet quality is lacking based on historical trend
dunde71,2006-10-16 17:06:07+00:00,thanks habitat1 for providing some insight into the unidirectional tires however i am looking at a full size spare fss as a backup practical option compared to a donut granted none of them fss or donut is going to satisfy the unidirectional requirement but its a much better option than driving at 50 mph for the rest of the trip with a donut i dont think driving with a unmatched unidirectional fss for say 300 miles will make any damage to the vehicle infact toyota camry had a fss option till 06 model in 07 its not there and camry is no performance or sports car seems like the manufacturers are getting rid of it my 2001 bmw 325xi has fss standard but now the new 325xi dont even come with any spare
blueguydotcom,2006-10-16 19:05:11+00:00,got a continental mobility kit essentally the same thing as the bmw mobility kit in the m models and a cell phone thatll doill take the chance on a flat over living with the uncomfortable ride and compromised handling of runflats
habitat1,2006-10-16 20:09:32+00:00,i cant imagine the fwd camry ever came with unidirectional or staggered size tires hence the option of a fss made sense my point was that the newer performance rwd sports cars and sport sedans often come with unidiretional and staggered tires run of the mill family sedans generally dont at some point bmw switched to run flats which almost nobody is particularly happy withas far as running a unidirectional tire backwards that is a nono for both safety concerns and tire wear from what ive read a couple of years ago a friend had his wheels balanced on a 545i and they accidentally interchanged the left and right front tires he noticed that the car did not steer as precisely and track as straight on the highway but kept driving on it for about two months 2500 miles when he then started noticing loader than usual road noise he took it back to the dealership where they realized the mistake they gave him two new tires without any prodding by him turns out that the wear going agianst the grain is considerably greater than going with the grain unidirectional tires often have an arrow on the sidewall showing which direction they are supposed to roll if you see that arrow and its pointing backwards you could be headed for trouble
fedlawman,2006-10-17 01:15:58+00:00,i cant remember if you saidwhat tires did you get make model size etc
waygrabow,2006-10-17 02:16:33+00:00,entrylevel luxury performance sedans what does it take to qualify my wife drives an audi a4 quattro which i think qualifies in this group i recently purchased a mazdaspeed6 for my personal use with the 274 hp intercooled turbo direct injection engine 6speed mtand awd with limitedslip differential electronic brake force distribution dynamic stability control i think it has the running gear is a bose sound system automatic climate control heated seats keyless ignition and available naviation system enough to qualify it as luxury or are there other essential features when originally introduced the mazdspeed6 went for 28k30k currently about 23k25k is the price too low does the mazda label have the wrong cacheti ask because i have been pondering this question myself whatever is said wont change what the car is i like the way it handles that is enough for me just wondering where a car like this fits in the scheme of things
pat,2006-10-17 11:17:38+00:00,have a look at the list of cars at the top of the page id say the mazdaspeed6 belongs more in the midsize sedans group
dandrews1,2006-10-17 13:07:39+00:00,that being the case and although marginally more elitist i would debate the bmw 3 series the audi a4 and the acura tl from being on the list as wellthe 5 series is what i would call entry level from bmw a6 and acura rl as well although i find most acuras just warmedover versions of hondas with slightly nicer finishes the rl even looks like a slightly larger accord but like everything its a matter of personal opinionda
louiswei,2006-10-17 13:20:22+00:00,i think we have been over this before but once againentry lux performance sedan a4 3series cclass is g and tlmidsize lux performance sedan a6 5series eclass gs m and rlfullsize lux performance sedan a8 7sereis sclass ls and qi would put the mazdaspeed6 and passat in the midsize sedan category same as accord camry but sportier
mz6greyghost,2006-10-17 13:22:51+00:00,if you call the 5series a6 and rl entry level then what do you call the 3series a4 and tltsx confuse
jramsey2,2006-10-17 13:22:51+00:00,but have you driven the g35 350i or 328335does anyone have first hand test drive experience im in the market and would appreciate some input
kdshapiro,2006-10-17 13:27:40+00:00,with the mazdaspeed6 one can make the case for the legacy and forester also the forester also scoots to 60 in 53 seconds so it meets the performance side of the equation mazdasubaru are not considered luxury vehicle manfacturers even though their vehicles might have leather seats that would be the differentiating factor between mazda and infiniti for example
qbrozen,2006-10-17 13:29:08+00:00,i think its pretty easy it has less to do with the car than the manufactureraudibmwbenzacuralexuscaddylincolninfiniti are all luxury nameplates mazdahondatoyotavwchevyfordsuzukihyundaikiaetcetc are not
louiswei,2006-10-17 13:48:20+00:00,maybe to many of yall the interior is not a major factor in your purchasing decision but for some others like me it could as well be a dealer breaker or maker so have that in mind here are the interior shots of cars in this classacura tlaudi a4bmw 3seriescaddy ctsinfiniti g35lexus ismb cclassmy personal favorite acura tlmy personal least favorite caddy cts
pat,2006-10-17 14:33:45+00:00,nice comparo the interior is makeorbreak for me as well the mb appears the classiest to me ive driven an 06 tl with a black interior and i liked that a lot im not thrilled with the interior color shown here thoughthe is is pretty classy looking too imo i agree with you on the cts sick great post
waygrabow,2006-10-17 14:44:40+00:00,thanks just wanted to clarify the criteria used to define this group
qbrozen,2006-10-17 14:55:36+00:00,thats kinda funnyjust going by the pics alone the mb looks the least inviting to me the audi looks pretty bad too the red 80s looking displays have to go imho id agree the cts is down there too thoughid have to say the infiniti looks the best to me followed by the lexus then bimmer then tl the acura has a nice layout but the seat doesnt look very comfyagain this is based purely on those picsi was going to grab a pic of a volvo interior and post it to add to the comparison but the inside shots make it look horrible by comparison if it werent for the fact i know the volvo is so darned comfortable i would say they dont even belong in this group
kdshapiro,2006-10-17 14:59:48+00:00,i liked the cts pictures almost never do these interiors justice
qbrozen,2006-10-17 15:02:27+00:00,which i think is the problem with the volvo tooone thing really hurting some of those above is that they arent comparably loaded the nav screens go a long way towards the oooh aaahhh factor so the ones pictured above without nav are at a distinct disadvantage i believe
louiswei,2006-10-17 15:55:38+00:00,since the gauges are the most used or looked at items in a car it should be interesting to see which one has the most attractive gaugesacura tlaudi a4bmw 3seriescaddy ctsinfiniti g35lexus ismb cclass personal favorite is g35personal least favorite again the honor goes to the cts
laurasdada,2006-10-17 16:48:16+00:00,to me both in pictures and real life the cts interior stands out for the wrong reasons of course and i feel the same way about the exterior imo it is terrible that center stack just oozes cheap and looks to be almost an afterthought just no flow to the cts interior and isnt the steering wheel just a tad too large i believe that caddy is addressing this issue with the 07s ive seen some pix srx and looks to be a big improvement im certain that ive read that caddy acknowledges the lowrent perception of their interiors and will rectify that beginning with the 07si basically like all the rest i own a tl although the mb center stack is too busy the bmw looks better in pix or maybe it has grown on me although i still dont like the doublehood look an analog clock is always a welcome classy touch to me i prefer wood to aluminum the tl uses real aluminum but both plood and faux carbonfiber but the is makes good use of the aluminumtops for me well i bought the tl but the audi lexus and mb are right there too with the g coming on but the cts p
louiswei,2006-10-17 17:03:42+00:00,but the is makes good use of the aluminumif you are talking about those tiny touches of aluminum around the shifter then yes i think those are real however everything else is plastic with fakemetallic paint mad
blueguydotcom,2006-10-17 17:05:58+00:00,easy choices 3 a4 g35least favorite in order from worst cts is mb tlsame for interiors although i only like the bimmer interior in black and gray with aluminum wood in an interior cheesey pimp mobile
pat,2006-10-17 17:06:28+00:00,i agree with you about audi and the red the round of pictures focusing on the gauges clarified my reactions the cclass and the is have almost no red and rest of them have too much for me
rockylee,2006-10-17 17:19:03+00:00,g35 by far has the most modern and nicest interior thus is my favorite rocky
qbrozen,2006-10-17 17:40:33+00:00,geez rock we agree shock whats the world coming to b
qbrozen,2006-10-17 17:42:41+00:00,im glad to hear some support we must be the minority all you ever hear about is the great audi interiors anytime i want to talk bad about them i think long and hard about how my feelings must be wrong loloh wellas for the gauges my rankings dont change infiniti then lexus then bimmer the bimmer and lexus are very close though i like the classic chronometer look of the bimmer but i also like the more modern and flashier lexus the cts gauges are horrible what the heck is with that font i could see that in a cavalier not a caddy
louiswei,2006-10-17 17:56:31+00:00,i was never a fan of audi interiors they look blend and unispiring to me however i do believe audi interior has one of the best build quality if not the best the only others thats close to it i think are lexus and mbi am also not a fan to the use of red color for gauges for some reason red gauges put me to sleep while driving at night i personally like sharp crystal white color for gauges just like the iss i think tls gauge is pretty decent too but i prefer white needles instead of tls red bmw has the most classic gauge not as flashy as the others but its easy to read gs looks a bit busy to me but general layout is pretty good last but not least cs gauge is just too blend despite it looks like might be the easiest to readoh yeah and theres the ctssbtw is that a clock at the left bottom corner on cts gauge if thats a clock then wheres the water temperature indicator confuse
blueguydotcom,2006-10-17 18:20:22+00:00,ill take orange red blue violet purple just no green or white
03accordman,2006-10-17 18:33:35+00:00,i still have to do my research on winter tires is there a reason why you want to pick dunlops m3 dsstsi did some research and since i do want runflats these seem to be the best choice its a performance winter so according to people who have used it it does not give up as much in handling as other winter tires the downside is that its not the best snow tire its supposed to be good for moderate snow out there i plan to put these on 17 inch wheels i have sport pkg on my 330i and swap the wheels twice a year getting close to pull the trigger
rockylee,2006-10-17 19:09:02+00:00,lol yeah its nice we can agree once and a while rockyps audi having the best interiors is seriously imho overrated
reality2,2006-10-17 20:50:40+00:00,actually audi interiors are the best most every expert agrees to that the japaneses interiors seem to look all alike unless there was a badge on it i would not able to tell which is which only audi and bmw seem to have definable and brand looking interiors while the rest kind of disappear in the background so quality of interior is its uniqueness as well
pat,2006-10-17 21:40:16+00:00,for that reason i expected to like the a4 interior but i dont not at all and i dont agree that the japanese interiors all look alikeits a daggoned good thing we have all these choices isnt it p
ggesq,2006-10-17 22:26:46+00:00,can you explain how the tl g and is look alike interior wise
edwardsf,2006-10-18 00:26:28+00:00,thanks great photos except one the audi photo looks much poorer quality than the others i dont know if i get to comment as i am mainly a lurker here but a respectable lurker but i think the tl and the is are the most pleasing dashes they are a little too lux for me but they are soooothing the audi and bmw gauges are by far the best there is something about no nonsense somewhat retro teutonic guages that evoke high end machines to me wood interiors on these smaller german cars seem to clash with their bauhaus glass and steel messerschmidt effect purple and baby blue colors on gauges just seem like sacriledge to me except they fit perfectly on the g for the life of me i cannot figure out infinitis love of flashy old ladyoriented interior glitz that clock looks like a womens watch infiniti interiors spell liberace and myrtle beach retirement communities for me the cadillac yes my fellow americans we have met the enemy and he is us btw i think saab fits here but you have to sit in the wrap around saab interior to appreciate its slavic modernism
cdnpinhead,2006-10-18 00:50:05+00:00,they fit perfectly on the g for the life of me i cannot figure out infinitis love of flashy old ladyoriented interior glitz that clock looks like a womens watch infiniti interiors spell liberace and myrtle beach ive enjoyed the discussions of interiors gauges but didnt comment until now i completely agree with what you postedand then to top it off i dont find the cts interior so offensive as everyone else apparently does
kdshapiro,2006-10-18 00:53:34+00:00,well not everybody blush but with car interiorsexteriors the photos never seem to do them justice either positive or negative the bmw interior pales in comparison yet when i get in a bmw interior it is all about the driving even idrive i love the orange gauges the lexus feels like my living room i want to recline and go to sleepits interesting to read about peoples preferences when it comes to cars
rockylee,2006-10-18 02:11:51+00:00,actually if you want to go by the best interiors of late id say nissaninfinti have the most modern looking interiors bmw and audi use to have the best but it seems they as of late let ray charles design them surprise my favoritest interior of all the cars made for model year 2007 is the volvo s80s volvo has arguably the best interior design ive ever seen with the new s80 it is a real eyestopper of modern art shades rocky
kdshapiro,2006-10-18 03:04:44+00:00,i love ray charles really dont like modern interiors like nissan infiniti is more upscale easier to likethe bmw interiors are classic meant for driving not lounging no visual clutter no visual distraction controls are easy to use easy to find
rockylee,2006-10-18 05:06:10+00:00,well these are my opinions and unfortunately i cant help the blinde p bmw interiors lack a artistic design yuk rocky
merc1,2006-10-18 05:45:31+00:00,so would you recommend the new e320 bluetecyes i would the e has supposedly been gutted for 07 and should prove to be more reliable but sadly the reality of buying a mercedes is that reliabilty isnt a given anymore that saidmy marketing director has a 2005 e320 cdi which she likes but it has had more problems in two years than her former e300 turbodiesel had in four yearsthe main things ive seen about these is that people are getting bad gas according to service advisors last week while getting a service i was talking with a e320 cdi owner and she said the service adviser told her which stations to avoid despite this she said she would be getting a ml320 cdi m
merc1,2006-10-18 05:50:06+00:00,i like the bmw lexus infiniti acura audi mercedes and cadillac in that order m
blueguydotcom,2006-10-18 07:18:00+00:00,bmw interiors lack a artistic design yuk artistic design art is useless so is a flower oscar wildei know car manus spend millions on exterior design and interior layouts yet not a single car in this class is even remotely attractive on the outside as far as interiors the e46 had the best interior of all of them by a longshot now that its gone were stuck with the current faux pas that pass as interiors not a single one of the interiors shown above is drivercentric enough they play to the rest of the cars passengers the e46 with its tighter design titledtowardthedriver dash low beltline god how i love riding in friends and family members e46s and controls rightathand epitomizes what these interiors should be visually i couldnt care less as long as there is no wood anywhere i just want everything of importance gauges controls hvac stereo pointed at me the passengers can look out the window function over form the driver is king of the domain so therefore all functions should be aimed at pleasing the driver
im_spartacus,2006-10-18 14:37:01+00:00,art is useless so is a flower oscar wilde well said mr wildeyet not a single car in this class is even remotely attractive on the outside visually i couldnt care less as long as there is no wood anywhere i dont think mr wilde was following you when he made that statement
rockylee,2006-10-18 15:14:17+00:00,i dont think mr wilde was following you when he made that statement loli agree blue that the e46 had a artistic interior then the school of the blinde had shop class and started designing current bmw designs shades rocky
